2019-10-22 16:59:59,615 [ 1] ERROR Main - IHealthBlipRestService.Send > Exception has been thrown by the target of an invocation.
2019-10-22 16:59:59,631 [ 1] INFO  Main - IHealthBlipRestService.Send > After Invoke
2019-10-22 16:59:59,631 [ 1] ERROR Main - sendDeviceHealth > Exception has been thrown by the target of an invocation.
2019-10-22 16:59:59,631 [ 1] INFO  Main - sendDeviceHealth > Device Health send.
2019-10-22 16:59:59,646 [ 1] INFO  Main - updateCustomUrls > CustomUrls not found.
2019-10-22 16:59:59,709 [ 1] INFO  Main - saveServerConfigurations > Server configuration saved.
2019-10-22 16:59:59,709 [ 1] INFO  Main - processADLogin > Windows Authentication Completed.
2019-10-22 17:00:00,334 [ 1] INFO  Main - TerminalConfigFileHandler : HandleFileCopyAndUpdateActions > Entry
2019-10-22 17:00:00,365 [ 1] ERROR Main - TerminalConfigFileHandler : setPathsInConfigFile > Unable to update value in config file : C:\Users\Public\Documents\Automation Anywhere Client Files\v11\ConfigFiles\TE\Ttwin.ini
2019-10-23 08:07:43,593 [ 1] INFO  Main - Program:Main > AAMain start.
2019-10-23 08:07:44,468 [ 1] INFO  Main - IAuthentication.AutoAuthenticate > Before Invoke
2019-10-23 08:07:44,468 [ 1] INFO  Main - Arguments > Count = 1
Arg[0] = Automation.CR.ClientSdk.Security.Authentication.Model.AutoLoginInfo

2019-10-23 08:07:44,671 [ 1] INFO  Main - IAuthentication.AutoAuthenticate > After Invoke
2019-10-23 08:07:44,890 [ 1] INFO  Main - IAuthentication.FetchType > Before Invoke
2019-10-23 08:07:44,890 [ 1] INFO  Main - Arguments > Count = 0

2019-10-23 08:07:44,921 [ 1] INFO  Main - IAuthentication.FetchType > After Invoke
2019-10-23 08:07:44,952 [ 1] INFO  Main - SaveServerSetting > Server settings saved.
2019-10-23 08:07:44,952 [ 1] INFO  Main - getADClientInfo > marcato
2019-10-23 08:07:45,015 [ 1] INFO  Main - IAuthentication.ADAuthenticate > Before Invoke
2019-10-23 08:07:45,015 [ 1] INFO  Main - Arguments > Count = 1
Arg[0] = Automation.CR.ClientSdk.Security.Authentication.Model.LoginInfo

